site,treatment,plot_id,functional_group,family,taxon,name_2020,note_taxonomy
WAY,C,5,Gramminoid,Cyperaceae,Carex boliviensis,Carex boliviensis,NA
WAY,C,5,Gramminoid,Poaceae,Calamagrostis sp3,Calamagrostis cf. amoena,NA
WAY,C,5,Gramminoid,Poaceae,Calamagrostis sp4,Danthonia secundiflora,NA
WAY,C,5,Gramminoid,Poaceae,Calamagrostis sp5,Danthonia secundiflora,NA
TRE,C,1,Forb,Rosaceae,Alchemilla erodiifolia,Lachemilla orbiculata,NA
TRE,C,1,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
TRE,C,1,Forb,Gentianaceae,Halenia umbellata,Halenia umbellata,NA
TRE,C,1,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
TRE,C,1,Forb,Violaceae,Lysipomia laciniata,Viola pygmaea,NA
TRE,C,1,Woody,Ericaceae,Pernettya prostrata,Pernettya prostrata,NA
TRE,C,1,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
TRE,C,1,Gramminoid,Poaceae,Bromus spgreen,Festuca dolichophylla,NA
TRE,C,1,Gramminoid,Poaceae,Bromus lanatus,Bromus lanatus,NA
TRE,C,1,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
TRE,C,1,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
TRE,C,1,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
TRE,C,1,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
TRE,C,2,Forb,Rosaceae,Alchemilla erodiifolia,Lachemilla orbiculata,NA
TRE,C,2,Forb,Gentianaceae,Halenia umbellata,Halenia umbellata,NA
TRE,C,2,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
TRE,C,2,Gramminoid,Juncaceae,Luzula racemosa,Luzula racemosa,NA
TRE,C,2,Forb,Violaceae,Lysipomia laciniata,Viola pygmaea,NA
TRE,C,2,Forb,Asteraceae,Oritrophium hieracioides,Oritrophium hieracioides,NA
TRE,C,2,Woody,Ericaceae,Vaccinium floribundum,Vaccinium floribundum,NA
TRE,C,2,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
TRE,C,2,Gramminoid,Cyperaceae,Carex sp2,Carex bonplandii,NA
TRE,C,2,Gramminoid,Juncaceae,Luzula spracemosa,Luzula racemosa,NA
TRE,C,2,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
TRE,C,2,Gramminoid,Cyperaceae,Juncus sp,Trichophorum rigidum,NA
TRE,C,2,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
TRE,C,2,Gramminoid,Poaceae,Bromus lanatus,Bromus lanatus,NA
TRE,C,2,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
TRE,C,3,Forb,Rosaceae,Acaena cylindristachya,Acaena cylindristachya,NA
TRE,C,3,Forb,Rosaceae,Alchemilla erodiifolia,Lachemilla orbiculata,NA
TRE,C,3,Forb,Asteraceae,Bidens andicola,Bidens triplinervia,NA
TRE,C,3,Forb,Gentianaceae,Gentiana sedifolia,Gentiana sedifolia,NA
TRE,C,3,Forb,Gentianaceae,Halenia umbellata,Halenia umbellata,NA
TRE,C,3,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
TRE,C,3,Forb,Campanulaceae,Lysipomia laciniata,Lysipomia laciniata,NA
TRE,C,3,Gramminoid,Poaceae,Neurolepis sp,Chusquea intipaqariy,NA
TRE,C,3,Woody,Ericaceae,Pernettya prostrata,Pernettya prostrata,NA
TRE,C,3,Forb,Violaceae,Viola pygmaea,Viola pygmaea,NA
TRE,C,3,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
TRE,C,3,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
TRE,C,3,Gramminoid,Cyperaceae,Juncus sp,Trichophorum rigidum,NA
TRE,C,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
TRE,C,3,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
TRE,C,3,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
TRE,C,3,Gramminoid,Poaceae,Bromus lanatus,Bromus lanatus,NA
TRE,C,3,Gramminoid,Poaceae,Calamagrostis spshort,Calamagrostis cf. amoena,NA
TRE,C,3,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
TRE,C,4,Woody,Asteraceae,Baccharis genistelloides,Baccharis genistelloides,NA
TRE,C,4,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
TRE,C,4,Forb,Gentianaceae,Halenia umbellata,Halenia umbellata,NA
TRE,C,4,Fern,Lycopodiaceae,Lycopodium sp,Lycopodium clavatum,NA
TRE,C,4,Forb,Violaceae,Lysipomia laciniata,Lysipomia laciniata,"before Viola pygmaea, changed by lucely"
TRE,C,4,Woody,Ericaceae,Pernettya prostrata,Pernettya prostrata,NA
TRE,C,4,Woody,Ericaceae,Vaccinium floribundum,Vaccinium floribundum,NA
TRE,C,4,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
TRE,C,4,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
TRE,C,4,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
TRE,C,4,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
TRE,C,4,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
TRE,C,5,Woody,Asteraceae,Baccharis genistelloides,Baccharis genistelloides,NA
TRE,C,5,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
TRE,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia umbellata,NA
TRE,C,5,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
TRE,C,5,Gramminoid,Juncaceae,Luzula racemosa,Luzula racemosa,NA
TRE,C,5,Fern,Lycopodiaceae,Lycopodium sp,Lycopodium clavatum,NA
TRE,C,5,Woody,Ericaceae,Pernettya prostrata,Pernettya prostrata,NA
TRE,C,5,Woody,Ericaceae,Vaccinium floribundum,Vaccinium floribundum,NA
TRE,C,5,Forb,Asteraceae,Werneria nubigena,Werneria nubigena,NA
TRE,C,5,Gramminoid,Poaceae,Bromus spblue,Festuca dolichophylla,NA
TRE,C,5,Gramminoid,Cyperaceae,Juncus sp1,Trichophorum rigidum,NA
TRE,C,5,Gramminoid,Juncaceae,Luzula spracemosa,Luzula racemosa,NA
TRE,C,5,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
TRE,C,5,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
TRE,C,5,Gramminoid,Poaceae,Bromus lanatus,Bromus lanatus,NA
TRE,C,5,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis cf. amoena,NA
QUE,B,1,Forb,Apiaceae,Niphogeton dissecta,Oreomyrrhis andicola,NA
QUE,B,1,Forb,Asteraceae,Senecio sp2,Gamochaeta coarctata,NA
QUE,B,1,Woody,Asteraceae,Baccharis caespitosa,Baccharis caespitosa,NA
QUE,B,1,Forb,Caryophyllaceae,Cerastium arvensiforme,Cerastium arvense,NA
QUE,B,1,Forb,Asteraceae,Chaptalia cordata,Chaptalia cordata,NA
QUE,B,1,Forb,Rubiaceae,Galium hypocarpium,Galium corymbosum,NA
QUE,B,1,Forb,Geraniaceae,Geranium sessiliflorum,Geranium sessiliflorum,NA
QUE,B,1,Forb,Asteraceae,Antennaria linearifolia,Antennaria linearifolia,NA
QUE,B,1,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
QUE,B,1,Forb,Asteraceae,Hypochaeris taraxacoides,Hypochaeris taraxacoides,NA
QUE,B,1,Forb,Oxalidaceae,Oxalis sp,Oxalis oreocharis,NA
QUE,B,1,Forb,Asteraceae,Perezia macrocephala,Perezia pungens,NA
QUE,B,1,Woody,Ericaceae,Pernettya prostrata,Pernettya prostrata,NA
QUE,B,1,Moss,Polytrichaceae,Polytrichum sp,Polytrichum sp1,NA
QUE,B,1,Forb,Asteraceae,Asteraceae sp,Hieracium cf. mandonii,NA
QUE,B,1,Forb,Asteraceae,indet,Aphanactis villosa,NA
QUE,B,1,Forb,Violaceae,Viola pygmaea,Viola pygmaea,NA
QUE,B,1,Forb,Asteraceae,Werneria nubigena,Werneria nubigena,NA
QUE,B,1,Forb,Asteraceae,Werneria villosa,Werneria villosa,NA
QUE,B,1,Gramminoid,Poaceae,Agrostis sp1,Agrostis trichodes,Agrostis breviculmis
QUE,B,1,Gramminoid,Cyperaceae,Carex boliviensis,Carex boliviensis,NA
QUE,B,1,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
QUE,B,1,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
QUE,B,1,Gramminoid,Poaceae,Bromus lanatus,Bromus lanatus,NA
QUE,B,1,Gramminoid,Juncaceae,Luzula spbroad,Luzula racemosa,NA
QUE,B,1,Gramminoid,Poaceae,Phippsia algida,Agrostis breviculmis,NA
QUE,B,1,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
QUE,B,1,Gramminoid,Poaceae,Agrostis spnorwegian,Agrostis foliata,Agrostis trichodes
QUE,B,1,Gramminoid,Poaceae,Poa alpina,Agrostis haenkeana,NA
QUE,B,1,Gramminoid,Poaceae,Calamagrostis spq,Anatherostipa hans-meyeri,NA
QUE,B,2,Woody,Asteraceae,Baccharis caespitosa,Baccharis caespitosa,NA
QUE,B,2,Forb,Caprifoliaceae,Belonanthus hispidus,Belonanthus hispidus,NA
QUE,B,2,Forb,Asteraceae,Gamochaeta americana,Gamochaeta coarctata,NA
QUE,B,2,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
QUE,B,2,Forb,Gentianaceae,Gentiana sedifolia,Gentiana sedifolia,NA
QUE,B,2,Forb,Geraniaceae,Geranium sessiliflorum,Geranium sessiliflorum,NA
QUE,B,2,Forb,Asteraceae,Antennaria linearifolia,Antennaria linearifolia,NA
QUE,B,2,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
QUE,B,2,Forb,Asteraceae,Hypochaeris taraxacoides,Hypochaeris taraxacoides,NA
QUE,B,2,Gramminoid,Juncaceae,Luzula racemosa,Luzula racemosa,NA
QUE,B,2,Forb,Asteraceae,Oritrophium hieracioides,Oritrophium hieracioides,NA
QUE,B,2,Forb,Oxalidaceae,Oxalis sp,Oxalis oreocharis,NA
QUE,B,2,Forb,Asteraceae,Perezia macrocephala,Perezia pungens,NA
QUE,B,2,Woody,Ericaceae,Pernettya prostrata,Pernettya prostrata,NA
QUE,B,2,Moss,Polytrichaceae,Polytrichum sp,Polytrichum sp1,NA
QUE,B,2,Moss,Polytrichaceae,Polytrichum sp2,Polytrichum sp2,NA
QUE,B,2,Forb,Orchidaceae,Pterichis silvestris,Pterichis sp1,NA
QUE,B,2,Forb,Asteraceae,indet,Aphanactis villosa,NA
QUE,B,2,Forb,Violaceae,Viola pygmaea,Viola pygmaea,NA
QUE,B,2,Forb,Asteraceae,Werneria villosa,Werneria villosa,NA
QUE,B,2,Gramminoid,Poaceae,Agrostis sp1,Agrostis trichodes,Agrostis breviculmis
QUE,B,2,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
QUE,B,2,Gramminoid,Poaceae,Bromus lanatus,Bromus lanatus,NA
QUE,B,2,Gramminoid,Juncaceae,Luzula spracemosa,Luzula racemosa,NA
QUE,B,2,Gramminoid,Poaceae,Phippsia algida,Agrostis mertensii,NA
QUE,B,2,Gramminoid,Poaceae,Poa sp,Poa spicigera,NA
QUE,B,2,Gramminoid,Poaceae,Poa alpina,Agrostis haenkeana,NA
QUE,B,2,Gramminoid,Cyperaceae,Carex boliviensis,Carex boliviensis,NA
QUE,B,2,Gramminoid,Poaceae,Bromus spgreen,Festuca sp4,NA
QUE,B,2,Gramminoid,Poaceae,Calamagrostis spq,Anatherostipa hans-meyeri,NA
QUE,B,2,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
QUE,B,3,Woody,Asteraceae,Baccharis caespitosa,Baccharis caespitosa,NA
QUE,B,3,Forb,Orobanchaceae,Bartsia elongata,Bartsia tricophylla,NA
QUE,B,3,Forb,Caprifoliaceae,Belonanthus hispidus,Belonanthus hispidus,NA
QUE,B,3,Forb,Asteraceae,Gamochaeta americana,Gamochaeta coarctata,NA
QUE,B,3,Forb,Gentianaceae,Gentiana sedifolia,Gentiana sedifolia,NA
QUE,B,3,Forb,Geraniaceae,Geranium sessiliflorum,Geranium sessiliflorum,NA
QUE,B,3,Forb,Asteraceae,Antennaria linearifolia,Antennaria linearifolia,NA
QUE,B,3,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
QUE,B,3,Forb,Campanulaceae,Lysipomia glandulifera,Lysipomia glandulifera,NA
QUE,B,3,Forb,Asteraceae,Oreithales integrifolia,Oreithales integrifolia,NA
QUE,B,3,Forb,Oxalidaceae,Oxalis sp,Oxalis oreocharis,NA
QUE,B,3,Woody,Ericaceae,Pernettya prostrata,Pernettya prostrata,NA
QUE,B,3,Moss,Polytrichaceae,Polytrichum sp,Polytrichum sp1,NA
QUE,B,3,Forb,Asteraceae,indet,Aphanactis villosa,NA
QUE,B,3,Forb,Asteraceae,Werneria nubigena,Werneria nubigena,NA
QUE,B,3,Gramminoid,Poaceae,Bromus lanatus,Bromus lanatus,NA
QUE,B,3,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
QUE,B,3,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
QUE,B,3,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
QUE,B,3,Gramminoid,Poaceae,Agrostis sp1,Agrostis trichodes,Agrostis mertensii
QUE,B,3,Gramminoid,Juncaceae,Luzula spracemosa,Luzula racemosa,NA
QUE,B,3,Gramminoid,Cyperaceae,Carex boliviensis,Carex boliviensis,NA
QUE,B,3,Gramminoid,Poaceae,Calamagrostis spq,Anatherostipa hans-meyeri,NA
QUE,B,3,Gramminoid,Poaceae,Agrostis spnorwegian,Agrostis foliata,Agrostis trichodes
QUE,B,3,Gramminoid,Poaceae,Poa alpina,Agrostis haenkeana,Agrostis foliata
QUE,B,3,Gramminoid,Poaceae,Phippsia algida,Agrostis mertensii,Poa spicigera
QUE,B,3,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
QUE,B,4,Forb,Rosaceae,Alchemilla vulcanica,Lachemilla cf vulcanica,NA
QUE,B,4,Woody,Asteraceae,Baccharis caespitosa,Baccharis caespitosa,NA
QUE,B,4,Forb,Orobanchaceae,Bartsia elongata,Bartsia tricophylla,NA
QUE,B,4,Forb,Caprifoliaceae,Belonanthus hispidus,Belonanthus hispidus,NA
QUE,B,4,Forb,Gentianaceae,Gentiana sedifolia,Gentiana sedifolia,NA
QUE,B,4,Forb,Geraniaceae,Geranium sessiliflorum,Geranium sessiliflorum,NA
QUE,B,4,Forb,Asteraceae,Antennaria linearifolia,Antennaria linearifolia,NA
QUE,B,4,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
QUE,B,4,Forb,Asteraceae,Oreithales integrifolia,Oreithales integrifolia,NA
QUE,B,4,Forb,Oxalidaceae,Oxalis sp,Oxalis oreocharis,NA
QUE,B,4,Moss,Polytrichaceae,Polytrichum sp,Polytrichum sp1,NA
QUE,B,4,Forb,Orchidaceae,Pterichis silvestris,Pterichis sp1,NA
QUE,B,4,Forb,Asteraceae,indet,Aphanactis villosa,NA
QUE,B,5,Woody,Ericaceae,Vaccinium floribundum,Vaccinium floribundum,NA
QUE,B,4,Forb,Asteraceae,Werneria nubigena,Werneria nubigena,NA
QUE,B,4,Forb,Asteraceae,Werneria villosa,Werneria villosa,NA
QUE,B,4,Gramminoid,Poaceae,Agrostis spnorwegian,Agrostis foliata,Agrostis breviculmis
QUE,B,4,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
QUE,B,4,Gramminoid,Poaceae,Bromus lanatus,Bromus lanatus,NA
QUE,B,4,Gramminoid,Juncaceae,Luzula spracemosa,Luzula racemosa,NA
QUE,B,4,Gramminoid,Poaceae,Phippsia algida,Poa spicigera,NA
QUE,B,4,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
QUE,B,4,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
QUE,B,4,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
QUE,B,4,Gramminoid,Cyperaceae,Carex boliviensis,Carex boliviensis,NA
QUE,B,4,Gramminoid,Juncaceae,Luzula spbroad,Luzula racemosa,NA
QUE,B,4,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
QUE,B,4,Gramminoid,Poaceae,Calamagrostis spq,Anatherostipa hans-meyeri,NA
QUE,B,4,Gramminoid,Poaceae,Poa pratensis,Poa sp2,Poa pratensis
QUE,B,4,Gramminoid,Poaceae,Bromus lanatus_stiff,Bromus lanatus,NA
QUE,B,5,Forb,Rosaceae,Alchemilla vulcanica,Lachemilla cf vulcanica,NA
QUE,B,5,Forb,Asteraceae,Asteraceae sp1,Gamochaeta coarctata,NA
QUE,B,5,Woody,Asteraceae,Baccharis caespitosa,Baccharis caespitosa,NA
QUE,B,5,Forb,Orobanchaceae,Bartsia elongata,Bartsia tricophylla,NA
QUE,B,5,Forb,Caprifoliaceae,Belonanthus hispidus,Belonanthus hispidus,NA
QUE,B,5,Forb,Caryophyllaceae,Cerastium arvensiforme,Cerastium arvense,NA
QUE,B,5,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
QUE,B,5,Forb,Gentianaceae,Gentiana sedifolia,Gentiana sedifolia,NA
QUE,B,5,Forb,Gentianaceae,Gentianella ernestii,Gentianella ernestii,NA
QUE,B,5,Forb,Geraniaceae,Geranium sessiliflorum,Geranium sessiliflorum,NA
QUE,B,5,Forb,Asteraceae,Antennaria linearifolia,Antennaria linearifolia,NA
QUE,B,5,Forb,Asteraceae,Hieracium sp,Hieracium cf. mandonii,NA
QUE,B,5,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
QUE,B,5,Fern,Lycopodiaceae,Lycopodium sp,Lycopodium clavatum,NA
QUE,B,5,Forb,Oxalidaceae,Oxalis sp,Oxalis oreocharis,NA
QUE,B,5,Woody,Ericaceae,Pernettya prostrata,Pernettya prostrata,NA
QUE,B,5,Moss,Polytrichaceae,Polytrichum sp,Polytrichum sp1,NA
QUE,B,5,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
QUE,B,5,Gramminoid,Poaceae,Bromus lanatus,Bromus lanatus,NA
QUE,B,5,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
QUE,B,5,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis rigida,NA
QUE,B,5,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
QUE,B,5,Gramminoid,Poaceae,Agrostis spnorwegian,Agrostis foliata,NA
QUE,B,5,Gramminoid,Juncaceae,Luzula spracemosa,Luzula racemosa,NA
QUE,B,5,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
PIL,B,1,Forb,Rosaceae,Alchemilla erodiifolia,Lachemilla jamesonii,NA
PIL,B,1,Forb,Rubiaceae,Galium hypocarpium,Galium corymbosum,NA
PIL,B,1,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
PIL,B,1,Forb,Gentianaceae,Gentiana sedifolia,Gentiana sedifolia,NA
PIL,B,1,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
PIL,B,1,Fern,Lycopodiaceae,Lycopodium sp,Lycopodium clavatum,NA
PIL,B,1,Forb,Asteraceae,Oritrophium hieracioides,Oritrophium hieracioides,NA
PIL,B,1,Moss,Polytrichaceae,Polytrichum sp,Polytrichum sp1,NA
PIL,B,1,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
PIL,B,1,Gramminoid,Poaceae,Bromus sp,Festuca dolichophylla,before was F. procera modified by lucely
PIL,B,1,Gramminoid,Cyperaceae,Carex sp2,Carex bonplandii,NA
PIL,B,1,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
PIL,B,1,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,B,1,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,B,1,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
PIL,B,1,Gramminoid,Cyperaceae,Scirpus sp,Oreobolus goeppingeri,NA
PIL,B,2,Forb,Rubiaceae,Galium hypocarpium,Galium corymbosum,NA
PIL,B,2,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
PIL,B,2,Forb,Gentianaceae,Gentiana sedifolia,Gentiana sedifolia,NA
PIL,B,2,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
PIL,B,2,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
PIL,B,2,Woody,Ericaceae,Pernettya prostrata,Vaccinium floribundum,changed by Lucely
PIL,B,2,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
PIL,B,2,Gramminoid,Poaceae,Bromus sp,Festuca dolichophylla,before was F. procera modified by lucely
PIL,B,2,Gramminoid,Cyperaceae,Carex sp,Carex bonplandii,NA
PIL,B,2,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,B,2,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,B,3,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus cheilanthoides,NA
PIL,B,3,Forb,Rubiaceae,Galium hypocarpium,Galium corymbosum,NA
PIL,B,3,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
PIL,B,3,Forb,Gentianaceae,Gentiana sedifolia,Gentiana sedifolia,NA
PIL,B,3,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
PIL,B,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
PIL,B,3,Moss,Polytrichaceae,Polytrichum sp,Polytrichum sp1,NA
PIL,B,3,Woody,Ericaceae,Vaccinium floribundum,Vaccinium floribundum,NA
PIL,B,3,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
PIL,B,3,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
PIL,B,3,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,B,3,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,B,3,Gramminoid,Poaceae,Bromus sp,Festuca dolichophylla,before was F. procera modified by lucely
PIL,B,3,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
PIL,B,4,Forb,Rosaceae,Alchemilla vulcanica,Lachemilla cf vulcanica,NA
PIL,B,4,Fern,Pteridaceae,Eriosorus cheilanthoides,Eriosorus cheilanthoides,NA
PIL,B,4,Forb,Rubiaceae,Galium hypocarpium,Galium corymbosum,NA
PIL,B,4,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
PIL,B,4,Fern,Lycopodiaceae,Huperzia weberbaueri,Huperzia weberbaueri,NA
PIL,B,4,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
PIL,B,4,Forb,Violaceae,Lysipomia laciniata,Viola pygmaea,NA
PIL,B,4,Forb,Rubiaceae,Nertera granadensis,Nertera granadensis,NA
PIL,B,4,Forb,Asteraceae,Oritrophium hieracioides,Oritrophium hieracioides,NA
PIL,B,4,Woody,Ericaceae,Pernettya prostrata,Pernettya prostrata,NA
PIL,B,4,Gramminoid,Poaceae,Bromus sp,Festuca dolichophylla,before was F. procera modified by lucely
PIL,B,4,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,B,4,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,B,4,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
PIL,B,4,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
PIL,B,4,Gramminoid,Juncaceae,Luzula spracemosa,Luzula racemosa,NA
PIL,B,5,Forb,Rosaceae,Alchemilla erodiifolia,Lachemilla cf vulcanica,NA
PIL,B,5,Forb,Apiaceae,Azorella biloba,Azorella biloba,NA
PIL,B,5,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
PIL,B,5,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
PIL,B,5,Fern,Lycopodiaceae,Lycopodium sp,Lycopodium clavatum,NA
PIL,B,5,Gramminoid,Poaceae,Agrostis sp2,Agrostis mertensii,NA
PIL,B,5,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,B,5,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,B,5,Gramminoid,Poaceae,Bromus spgreen,Festuca procera,NA
PIL,B,5,Gramminoid,Cyperaceae,Carex tristicha,Carex pygmaea,NA
PIL,B,5,Gramminoid,Cyperaceae,Carex pichinchensis,Carex pichinchensis,NA
PIL,C,1,Woody,Asteraceae,Baccharis genistelloides,Baccharis genistelloides,NA
PIL,C,1,Fern,Dryopteridaceae,Elaphoglossum sp1,Elaphoglossum engelii,NA
PIL,C,1,Forb,Rubiaceae,Galium hypocarpium,Galium corymbosum,NA
PIL,C,1,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
PIL,C,1,Forb,Asteraceae,Hieracium sp,Hieracium cf. mandonii,NA
PIL,C,1,Woody,Hypericaceae,Hypericum andinum,Hypericum andinum,NA
PIL,C,1,Gramminoid,Juncaceae,Luzula racemosa,Luzula racemosa,NA
PIL,C,1,Gramminoid,Poaceae,Agrostis sp1,Agrostis mertensii,"Before A. breviculmis, changed by Lucely"
PIL,C,1,Gramminoid,Poaceae,Bromus sp,Festuca procera,NA
PIL,C,1,Gramminoid,Cyperaceae,Carex sp2,Carex bonplandii,NA
PIL,C,1,Gramminoid,Juncaceae,Luzula spracemosa,Luzula racemosa,NA
PIL,C,1,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum bonplandianum,NA
PIL,C,1,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora macrochaeta,NA
PIL,C,1,Gramminoid,Poaceae,Calamagrostis sp2,Calamagrostis tarmensis,NA
PIL,C,1,Gramminoid,Poaceae,Calamagrostis splong,Calamagrostis tarmensis,NA
PIL,C,2,Forb,Asteraceae,Asteraceae sp,Perezia pungens,NA
PIL,C,2,Woody,Asteraceae,Baccharis genistelloides,Baccharis genistelloides,NA
PIL,C,2,Fern,Dryopteridaceae,Elaphoglossum sp1,Elaphoglossum engelii,NA
PIL,C,2,Forb,Rubiaceae,Galium hypocarpium,Galium corymbosum,NA
PIL,C,2,Woody,Ericaceae,Gaultheria glomerata,Gaultheria glomerata,NA
PIL,C,2,Forb,Gentianaceae,Halenia umbellata,Halenia umbellata,NA
PIL,C,2,Forb,Asteraceae,Hieracium sp,Hieracium cf. mandonii,NA
